status,size,reason,file
C,79,engine,E:\football_v\11_System_Intelligence\knowledge_engine.py
C,118,content,E:\football_v\11_System_Intelligence\knowledge_graph.py
B,718,content|predict|history,E:\football_v\11_System_Intelligence\knowledge_memory_bridge.py
C,413,content,E:\football_v\11_System_Intelligence\knowledge_node.py
C,158,content,E:\football_v\11_System_Intelligence\knowledge_optimizer.py
C,174,content,E:\football_v\11_System_Intelligence\knowledge_profile.py
C,186,content|engine,E:\football_v\11_System_Intelligence\knowledge_query_engine.py
C,465,content,E:\football_v\11_System_Intelligence\knowledge_reasoner.py
C,332,content,E:\football_v\11_System_Intelligence\knowledge_relation.py
C,153,content|engine,E:\football_v\11_System_Intelligence\knowledge_relation_engine.py
C,121,content|engine,E:\football_v\11_System_Intelligence\knowledge_update_engine.py
C,207,content,E:\football_v\11_System_Intelligence\learning_memory.py
C,208,content,E:\football_v\11_System_Intelligence\learning_scheduler.py
C,132,content,E:\football_v\11_System_Intelligence\les_advanced.py
C,177,content|engine,E:\football_v\11_System_Intelligence\les_engine.py
C,140,content|engine,E:\football_v\11_System_Intelligence\lineup_engine.py
C,173,content,E:\football_v\11_System_Intelligence\market_agent.py
C,142,content|engine,E:\football_v\11_System_Intelligence\market_engine.py
C,170,content|feature,E:\football_v\11_System_Intelligence\match_feature_store.py
B,155,content|predict|engine,E:\football_v\11_System_Intelligence\match_prediction_engine.py
C,129,content,E:\football_v\11_System_Intelligence\match_simulator.py
C,258,content|predict,E:\football_v\11_System_Intelligence\memory_adapter.py
B,176,content|model|history,E:\football_v\11_System_Intelligence\model_accuracy_memory.py
B,145,content|model|engine,E:\football_v\11_System_Intelligence\model_adjustment_engine.py
C,211,content|model,E:\football_v\11_System_Intelligence\model_conflict_detector.py
C,263,content|model,E:\football_v\11_System_Intelligence\model_fusion_core.py
C,111,content|model,E:\football_v\11_System_Intelligence\model_observer.py
C,652,content|model,E:\football_v\11_System_Intelligence\model_optimizer.py
C,216,content|model,E:\football_v\11_System_Intelligence\model_weight_optimizer.py
C,202,content|engine,E:\football_v\11_System_Intelligence\monte_carlo_engine.py
B,144,content|history|odds,E:\football_v\11_System_Intelligence\odds_movement.py
D,76,,E:\football_v\11_System_Intelligence\parlay_strategy.py
C,336,content|history,E:\football_v\11_System_Intelligence\performance_tracker.py
C,214,content|model,E:\football_v\11_System_Intelligence\poisson_model.py
B,140,content|model|train,E:\football_v\11_System_Intelligence\poisson_trainer.py
C,261,content|predict,E:\football_v\11_System_Intelligence\prediction_agent.py
C,147,content|predict,E:\football_v\11_System_Intelligence\prediction_evaluator.py
C,141,content|predict,E:\football_v\11_System_Intelligence\prediction_report.py
C,150,content|predict,E:\football_v\11_System_Intelligence\prediction_report_generator.py
B,516,content|model|engine,E:\football_v\11_System_Intelligence\probability_fusion_engine.py
C,174,content|history,E:\football_v\11_System_Intelligence\probability_memory.py
C,168,content,E:\football_v\11_System_Intelligence\profit_tracker.py
C,173,content,E:\football_v\11_System_Intelligence\reasoning_agent.py
C,443,content|history,E:\football_v\11_System_Intelligence\reasoning_context.py
C,251,content|engine,E:\football_v\11_System_Intelligence\reasoning_engine.py
C,322,content,E:\football_v\11_System_Intelligence\reasoning_memory.py
C,253,content,E:\football_v\11_System_Intelligence\reasoning_rules.py
D,86,,E:\football_v\11_System_Intelligence\result_collector.py
C,164,content,E:\football_v\11_System_Intelligence\risk_agent.py
C,134,content,E:\football_v\11_System_Intelligence\risk_detector.py
C,180,content|engine,E:\football_v\11_System_Intelligence\risk_engine.py
C,161,content,E:\football_v\11_System_Intelligence\risk_memory.py
C,135,content,E:\football_v\11_System_Intelligence\risk_report.py
C,229,content,E:\football_v\11_System_Intelligence\rule_optimizer.py
C,186,content|engine,E:\football_v\11_System_Intelligence\score_distribution_engine.py
B,140,content|predict|engine,E:\football_v\11_System_Intelligence\score_prediction_engine.py
C,188,content,E:\football_v\11_System_Intelligence\score_probability_table.py
B,694,content|predict|history|engine,E:\football_v\11_System_Intelligence\self_learning_engine.py
D,76,,E:\football_v\11_System_Intelligence\single_strategy.py
C,152,content|engine,E:\football_v\11_System_Intelligence\sp_probability_engine.py
C,179,content,E:\football_v\11_System_Intelligence\strategy_agent.py
C,163,content,E:\football_v\11_System_Intelligence\strategy_mutator.py
C,112,content,E:\football_v\11_System_Intelligence\system_analyzer.py
C,106,content,E:\football_v\11_System_Intelligence\system_brain.py
C,139,content,E:\football_v\11_System_Intelligence\system_exporter.py
C,187,content|feature,E:\football_v\11_System_Intelligence\team_feature_builder.py
C,143,content|engine,E:\football_v\11_System_Intelligence\team_strength_engine.py
C,319,content,E:\football_v\11_System_Intelligence\true_probability_calculator.py
C,130,content,E:\football_v\11_System_Intelligence\value_detector.py
C,144,content|engine,E:\football_v\11_System_Intelligence\weight_learning_engine.py
B,201,content|model|predict|feature,E:\football_v\11_System_Intelligence\xgboost_predictor.py
B,140,content|model|train,E:\football_v\11_System_Intelligence\xgboost_trainer.py
D,86,,E:\football_v\11_System_Intelligence\reports\phase3_10_confidence_report.json
C,105,content,E:\football_v\11_System_Intelligence\reports\phase3_11_knowledge_graph_report.json
D,99,,E:\football_v\11_System_Intelligence\reports\phase3_12_probability_report.json
D,88,,E:\football_v\11_System_Intelligence\reports\phase3_13_market_report.json
D,92,,E:\football_v\11_System_Intelligence\reports\phase3_14_prediction_report.json
D,93,,E:\football_v\11_System_Intelligence\reports\phase3_15_runtime_report.json
C,123,content,E:\football_v\11_System_Intelligence\reports\phase3_2_memory_bridge_report.json
D,92,,E:\football_v\11_System_Intelligence\reports\phase3_3_reasoning_report.json
D,85,,E:\football_v\11_System_Intelligence\reports\phase3_4_decision_fusion_report.json
D,100,,E:\football_v\11_System_Intelligence\reports\phase3_5_controller_upgrade_report.json
C,261,content,E:\football_v\11_System_Intelligence\reports\phase3_6_self_learning_report.json
C,328,content,E:\football_v\11_System_Intelligence\reports\phase3_7_evolution_report.json
D,90,,E:\football_v\11_System_Intelligence\reports\phase3_8_knowledge_report.json
D,85,,E:\football_v\11_System_Intelligence\reports\phase3_9_risk_report.json
D,94,,E:\football_v\11_System_Intelligence\reports\phase4_1_prediction_core_report.json
D,85,,E:\football_v\11_System_Intelligence\reports\phase4_2_team_intelligence_report.json
D,87,,E:\football_v\11_System_Intelligence\reports\phase4_3_market_intelligence_report.json
D,92,,E:\football_v\11_System_Intelligence\reports\phase4_4_report_system_report.json
D,79,,E:\football_v\11_System_Intelligence\reports\phase5_1_report.json
D,82,,E:\football_v\11_System_Intelligence\reports\phase5_2_report.json
D,78,,E:\football_v\11_System_Intelligence\reports\phase5_3_report.json
D,79,,E:\football_v\11_System_Intelligence\reports\phase5_4_report.json
D,88,,E:\football_v\11_System_Intelligence\reports\phase6_1_report.json
D,82,,E:\football_v\11_System_Intelligence\reports\phase6_2_report.json
D,76,,E:\football_v\11_System_Intelligence\reports\phase6_3_report.json
D,85,,E:\football_v\11_System_Intelligence\reports\phase6_4_report.json
C,234,content,E:\football_v\11_System_Intelligence\tests\test_intelligence.py
C,141,content,E:\football_v\11_System_Intelligence\tests\test_phase2_intelligence.py
C,183,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_10_confidence.py
C,900,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_11_knowledge_graph.py
C,277,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_12_probability.py
C,145,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_13_market.py
B,187,content|predict|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_14_prediction.py
C,137,content|runtime,E:\football_v\11_System_Intelligence\tests\test_phase3_15_runtime.py
C,714,content,E:\football_v\11_System_Intelligence\tests\test_phase3_2_memory_bridge.py
C,473,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_3_reasoning.py
B,256,content|model|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_4_decision_fusion.py
C,739,content,E:\football_v\11_System_Intelligence\tests\test_phase3_5_controller_upgrade.py
B,407,content|model|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_6_self_learning.py
C,413,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_7_evolution.py
C,216,content,E:\football_v\11_System_Intelligence\tests\test_phase3_8_knowledge.py
C,136,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_9_risk.py
B,489,content|predict|engine,E:\football_v\11_System_Intelligence\tests\test_phase3_system_intelligence.py
C,138,content,E:\football_v\11_System_Intelligence\tests\test_phase4_market_core.py
B,391,content|model|engine,E:\football_v\11_System_Intelligence\tests\test_phase4_prediction_core.py
C,117,content,E:\football_v\11_System_Intelligence\tests\test_phase5_1_agents.py
C,163,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase5_2_weight.py
C,161,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase5_3_simulation.py
C,130,content,E:\football_v\11_System_Intelligence\tests\test_phase5_4_strategy.py
C,142,content|engine,E:\football_v\11_System_Intelligence\tests\test_phase6_backtest.py
B,162,content|model|engine,E:\football_v\11_System_Intelligence\tests\test_phase6_feedback.py
C,140,content|train,E:\football_v\11_System_Intelligence\tests\test_phase6_training.py
C,85,predict,E:\football_v\120_AI_REPORT_SERVICE\module.py
C,73,database,E:\football_v\121_DATABASE_GOVERNANCE_LAYER\data_registry.py
C,93,engine,E:\football_v\121_RESULT_FEEDBACK_ENGINE\module.py
C,92,engine,E:\football_v\122_ERROR_ANALYSIS_ENGINE\module.py
C,65,model,E:\football_v\122_MODEL_STORE_LAYER\metadata_manager.py
C,64,engine,E:\football_v\123_EXECUTION_ENGINE\decision_executor.py
C,97,model|engine,E:\football_v\123_MODEL_WEIGHT_UPDATE_ENGINE\module.py
C,91,engine,E:\football_v\124_AUTO_BACKTEST_ENGINE\module.py
D,63,,E:\football_v\124_DASHBOARD_LAYER\model_monitor.py
D,89,,E:\football_v\125_AI_VERSION_MANAGER\module.py
D,69,,E:\football_v\125_PRODUCT_RELEASE_LAYER\deployment_validator.py
C,72,model|engine,E:\football_v\126_MODEL_EXPLANATION_ENGINE\explanation_engine.py
D,72,,E:\football_v\127_AUTONOMOUS_LEARNING_LOOP\feedback_processor.py
D,72,,E:\football_v\128_SYSTEM_MONITORING_CENTER\alert_manager.py
D,65,,E:\football_v\129_API_GATEWAY_LAYER\api_router.py
C,348,content|predict,E:\football_v\12_API_LAYER\api\decision_api.py
C,321,content|predict,E:\football_v\12_API_LAYER\api\prediction_api.py
C,713,content,E:\football_v\12_API_LAYER\reports\api_validation_report.json
C,905,content,E:\football_v\12_API_LAYER\reports\real_model_runtime_report.json
C,8192,content,E:\football_v\12_API_LAYER\runtime\api_runtime.db
B,2012,content|model|predict|runtime,E:\football_v\12_API_LAYER\service\football_prediction_service.py
B,343,content|runtime|database,E:\football_v\12_API_LAYER\test\api_integration_test.py
C,293,content|predict,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\error_analysis\error_analyzer.py
C,227,content|database,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\experience_database\experience_manager.py
C,244,content|feature,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\feature_optimizer\feature_optimizer.py
C,237,content,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\feedback_collector\collector.py
C,230,content|engine,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\improvement_engine\improvement.py
B,235,content|model|engine,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\model_learning\learning_engine.py
C,342,content,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\registry\learning_registry.json
C,229,content,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\reports\learning_deploy_report.json
C,1529,content,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\reports\learning_test_report.json
C,230,content,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\self_reflection\reflection_engine.py
C,247,content,E:\football_v\12_AUTONOMOUS_LEARNING_ENGINE\weight_optimizer\optimizer.py
D,71,,E:\football_v\130_FINAL_SYSTEM_VALIDATION\module.py
C,203,content,E:\football_v\131_USER_INTERFACE_LAYER\module.py
C,209,content|engine,E:\football_v\132_NATURAL_LANGUAGE_ENGINE\module.py
C,213,content,E:\football_v\133_CONVERSATION_MEMORY_LAYER\module.py
C,205,content|engine,E:\football_v\134_COMMAND_ROUTER_ENGINE\module.py
C,205,content,E:\football_v\135_API_GATEWAY_CONNECTOR\module.py
C,207,content|engine,E:\football_v\136_MODULE_DISPATCH_ENGINE\module.py
C,213,content,E:\football_v\137_REPORT_PRESENTATION_LAYER\module.py
C,199,content|runtime,E:\football_v\138_LOCAL_CHAT_RUNTIME\module.py
C,209,content,E:\football_v\139_SYSTEM_HEALTH_INTERFACE\module.py
C,215,content|engine,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\export_engine\exporter.py
C,224,content,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\market_report\market_report.py
C,231,content,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\match_report_generator\match_report.py
C,230,content|model,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\model_report\model_report.py
C,235,content,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\post_match_report\post_match.py
C,238,content|model,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\probability_report\probability_report.py
C,336,content,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\registry\report_registry.json
C,228,content,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\reports\report_layer_deploy_report.json
C,1629,content,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\reports\report_layer_test_report.json
C,218,content,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\risk_report\risk_report.py
C,228,content|engine,E:\football_v\13_REPORT_INTELLIGENCE_LAYER\visualization_engine\visualizer.py
C,193,content,E:\football_v\13_TEST_LAYER\cases\match_cases.json
A,1678,content|model|predict|feature|history|runtime,E:\football_v\13_TEST_LAYER\engine\end_to_end_test_engine_V2.9.py
C,1026,content,E:\football_v\13_TEST_LAYER\reports\final_system_test_report.json
C,8192,content,E:\football_v\13_TEST_LAYER\runtime\test_runtime.db
B,266,content|runtime|database,E:\football_v\13_TEST_LAYER\validation\database_validation.py
C,215,content,E:\football_v\140_FINAL_INTERFACE_VALIDATION\module.py
B,215,content|engine|runtime,E:\football_v\141_REAL_CHAT_EXECUTION_ENGINE\module.py
B,211,content|runtime|database,E:\football_v\142_DATABASE_QUERY_RUNTIME\module.py
B,212,content|model|runtime,E:\football_v\143_MODEL_CALL_ORCHESTRATOR\module.py
C,212,content|runtime,E:\football_v\144_MATCH_ANALYSIS_EXECUTOR\module.py
C,214,content|runtime,E:\football_v\145_REPORT_GENERATION_RUNTIME\module.py
B,215,content|history|runtime,E:\football_v\146_HISTORY_CONVERSATION_STORE\module.py
B,210,content|engine|runtime,E:\football_v\147_TASK_SCHEDULER_ENGINE\module.py
C,210,content|runtime,E:\football_v\148_RUNTIME_ERROR_HANDLER\module.py
C,207,content|runtime,E:\football_v\149_SYSTEM_LOG_MANAGER\module.py
C,210,content,E:\football_v\14_OPERATION_LAYER\input\match_request.json
C,823,content,E:\football_v\14_OPERATION_LAYER\output\prediction_result.json
C,823,content,E:\football_v\14_OPERATION_LAYER\reports\operation_report.json
C,129,content,E:\football_v\14_SYSTEM_MONITORING_LAYER\alert_engine\alert_manager.py
C,138,content,E:\football_v\14_SYSTEM_MONITORING_LAYER\dashboard\system_dashboard.py
C,167,content|database,E:\football_v\14_SYSTEM_MONITORING_LAYER\database_monitor\database_checker.py
C,129,content,E:\football_v\14_SYSTEM_MONITORING_LAYER\error_monitor\error_collector.py
C,157,content,E:\football_v\14_SYSTEM_MONITORING_LAYER\health_monitor\health_checker.py
C,300,content|model,E:\football_v\14_SYSTEM_MONITORING_LAYER\model_monitor\model_checker.py
C,134,content,E:\football_v\14_SYSTEM_MONITORING_LAYER\performance_monitor\performance_checker.py
C,290,content,E:\football_v\14_SYSTEM_MONITORING_LAYER\registry\monitoring_registry.json
C,226,content,E:\football_v\14_SYSTEM_MONITORING_LAYER\reports\monitoring_deploy_report.json
C,1601,content,E:\football_v\14_SYSTEM_MONITORING_LAYER\reports\monitoring_test_report.json
C,163,content,E:\football_v\14_SYSTEM_MONITORING_LAYER\resource_monitor\resource_checker.py
C,213,content|runtime,E:\football_v\150_FINAL_RUNTIME_VALIDATION\module.py
C,127,content,E:\football_v\15_API_INTEGRATION_LAYER\api_scheduler\scheduler.py
C,148,content,E:\football_v\15_API_INTEGRATION_LAYER\config\api_config.json
C,122,content,E:\football_v\15_API_INTEGRATION_LAYER\data_sync_engine\sync_manager.py
C,203,content,E:\football_v\15_API_INTEGRATION_LAYER\football_data_api\football_data_client.py
C,136,content,E:\football_v\15_API_INTEGRATION_LAYER\injury_api\injury_client.py
C,132,content,E:\football_v\15_API_INTEGRATION_LAYER\news_api\news_client.py
C,189,content|odds,E:\football_v\15_API_INTEGRATION_LAYER\odds_api\odds_client.py
C,272,content,E:\football_v\15_API_INTEGRATION_LAYER\registry\api_registry.json
C,225,content,E:\football_v\15_API_INTEGRATION_LAYER\reports\api_deploy_report.json
C,1566,content,E:\football_v\15_API_INTEGRATION_LAYER\reports\api_test_report.json
C,188,content,E:\football_v\15_API_INTEGRATION_LAYER\stats_api\stats_client.py
C,138,content,E:\football_v\15_API_INTEGRATION_LAYER\weather_api\weather_client.py
C,263,content|database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\audit_logger.py
B,1982,content|engine|database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\deploy_governance_batch_01_V1.0.py
C,320,content|database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\module.py
B,956,content|engine|database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\backup_engine\backup_engine_V1.0.py
B,1267,content|engine|database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\batch_modules\create_backup_engine.py
B,1928,content|model|feature|database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\batch_modules\create_database_initializer.py
B,1977,content|engine|database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\batch_modules\create_restore_engine.py
B,1167,content|engine|database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\batch_modules\create_version_control_engine.py
C,98,database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_backup_scheduler\database_backup_scheduler_V1.0.py
C,109,content|database,E:\football_v\16_DATABASE_GOVERNANCE_LAYER\database_health_monitor\database_health_monitor_V1.0.py
