called_function,file,error
Retry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
setattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
PoolManager,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
get_auth_from_url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
SOCKSProxyManager,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
proxy_from_url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
OSError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
OSError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
OSError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
Response,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
CaseInsensitiveDict,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
get_encoding_from_headers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
extract_cookies_to_jar,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
_urllib3_request_context,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
select_proxy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
prepend_scheme_if_needed,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
parse_url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
InvalidURL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
InvalidProxyURL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
select_proxy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
prepend_scheme_if_needed,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
parse_url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
InvalidProxyURL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
select_proxy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
urldefragauth,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
get_auth_from_url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
_basic_auth_str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
InvalidURL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
TimeoutSauce,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
TimeoutSauce,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
ConnectionError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
ConnectionError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
ConnectionError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
ProxyError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
RetryError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
ProxyError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
SSLError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
SSLError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
ConnectTimeout,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
ReadTimeout,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
InvalidHeader,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
InvalidSchema,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py,
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py,
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py,
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py,
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py,
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py,
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
to_native_string,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
type,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
b64encode,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
NotImplementedError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
all,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
_basic_auth_str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
_basic_auth_str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
hash_utf8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
hash_utf8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
hash_utf8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
hash_utf8,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
KD,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
KD,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
parse_dict_header,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
extract_cookies_to_jar,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
all,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,
MockRequest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
MockResponse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
MockRequest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
bool,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
bool,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
bool,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
TypeError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
create_cookie,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
bool,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
bool,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
TypeError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
RequestsCookieJar,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
create_cookie,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
cookiejar_from_dict,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
to_native_string,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
urlparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
urlunparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
NotImplementedError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
remove_cookie_by_name,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
morsel_to_cookie,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
create_cookie,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
remove_cookie_by_name,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
KeyError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
iter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
KeyError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
CookieConflictError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
RequestsCookieJar,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,
_implementation,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py,
print,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py,
info,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\hooks.py,
hook,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\hooks.py,
urlsplit,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
to_key_val_list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
urlencode,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
to_key_val_list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
to_key_val_list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
encode_multipart_formdata,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
RequestField,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
guess_filename,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
ValueError,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
default_hooks,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
list,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
PreparedRequest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
default_hooks,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
PreparedRequest,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
_copy_cookie_jar,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
to_native_string,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
requote_uri,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
parse_url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
MissingSchema,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
InvalidURL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
unicode_is_ascii,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
to_native_string,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
urlunparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
InvalidURL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
InvalidURL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
InvalidURL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
CaseInsensitiveDict,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
check_header_validity,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
to_native_string,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
all,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,
